source_id,url,raw_file,retrieved
v4_motogp_sessions_jpn,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=5a671255-63ca-46e2-bd60-34134bb063b4&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_jpn__0410c91aa580.json,2026-09-14T16:40:10.953691+00:00
v4_motogp_sessions_mal,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=ea2ba334-b943-462f-aedb-084ac38408d1&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_mal__8268fec3d9f9.json,2026-09-14T16:40:11.190068+00:00
v4_motogp_sessions_ned,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=83804cb1-a417-4213-b727-37f84b26d36e&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_ned__3cc21d6426e3.json,2026-09-14T16:40:10.252674+00:00
v4_motogp_sessions_por,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=4b3882a8-24b2-4321-aa12-d1847c989438&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_por__86d31f5a09f9.json,2026-09-14T16:40:11.471510+00:00
v4_motogp_sessions_qat,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=5a880aba-62c4-413c-bb2d-b721683dd064&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_qat__f7eaf0380548.json,2026-09-14T16:40:11.292839+00:00
v4_motogp_sessions_rsm,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=a5881826-ec88-4a41-8e4c-ba58709d4591&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_rsm__793760e3d824.json,2026-09-14T16:40:10.745707+00:00
v4_motogp_sessions_spa,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=506917f4-179d-4e1d-b750-805c15bab8d7&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_spa__a5cab5bb1249.json,2026-09-14T16:40:09.217331+00:00
v4_motogp_sessions_tha,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=f3fd8ba7-2966-46bd-8687-b92047f5e733&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_tha__4a94daa287ed.json,2026-09-14T16:40:09.216771+00:00
v4_motogp_sessions_usa,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=782c929d-faaf-44e2-9d6f-0fde033855be&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_usa__52fba1303b6c.json,2026-09-14T16:40:09.217275+00:00
v4_motogp_sessions_val,https://api.motogp.pulselive.com/motogp/v1/results/sessions?eventUuid=723031d1-27bd-4467-b59c-4cb8f7e081ab&categoryUuid=e8c110ad-64aa-4e8e-8a86-f2f152f6a942,data/raw/schedules/v4_motogp_sessions_val__c7876c68df8e.json,2026-09-14T16:40:11.494625+00:00
